0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,25,0,0,0,0,0,0
0,0,0,0,0,255,255,255,0,0,0,0,0,0
0,0,0,0,255,255,0,255,255,0,0,0,0,0
0,0,0,255,255,134,0,255,255,255,0,0,0,0
0,0,0,255,95,93,0,0,0,255,0,0,0,0
0,0,0,255,255,255,0,255,255,255,0,0,0,0
0,0,0,0,0,255,0,255,0,0,0,0,0,0
0,0,0,24,0,255,255,255,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
